	篇名	作者	刊名	发表时间	被引	下载	操作
777	基于CiteSpace的近10年刮痧研究可视化分析	曾维轲 潘晓彦	现代中医药	2021-09-10	9	839	HTML阅读      CNKI AI阅读
778	基于CiteSpace的中医药治疗退行性腰椎管狭窄症可视化分析	王鹏 米凌玉 赵若琦 郭然 李永辉 张素 李滕 师梦雅	中国医药导报	2021-09-05	6	403	HTML阅读      CNKI AI阅读
779	基于CiteSpace的中医外治法治疗膝骨关节炎可视化分析	魏锦强 曾宪中 曹学伟 杨伟铭 王志科 邱文聪	中医药导报	2021-08-28	24	1518	HTML阅读      CNKI AI阅读
780	基于CiteSpace的中医药治疗前列腺癌可视化分析	牛潇菲 张畅 李小江	中医药导报	2021-08-28	10	603	HTML阅读      CNKI AI阅读
781	基于文献计量学对医学领域中体质研究的可视化分析	贾鹏 李玲孺 韩东燃 胡聿昕 吴胤文 罗兰 许书静 史渊源	中医药导报	2021-08-28	8	653	HTML阅读      CNKI AI阅读
782	近10年血瘀证与活血化瘀研究的知识图谱分析	张杰 鞠建庆 林骞 徐浩	中国中西医结合杂志	2021-08-17 14:17	15	1333	原版阅读      CNKI AI阅读
783	基于VOSviewer和CiteSpace的手法治疗神经根型颈椎病知识图谱可视化分析	冯天笑 黄湘龙 霍路遥 符碧峰 高玉萍 苏瑾 杨光 王平	中国中医药信息杂志	2021-08-17 09:08	23	1960	HTML阅读      CNKI AI阅读
784	基于CNKI数据库近5年“互联网+”背景下护理领域研究的可视化分析	黄馨仪 范本芳 翁卫群	循证护理	2021-08-10	3	594	HTML阅读      CNKI AI阅读
785	基于CiteSpace知识图谱的麦冬研究热点与趋势分析	曾子玲 佟琳 刘思鸿 张磊 高宏杰 陈广坤 张华敏	中国中药杂志	2021-08-03 14:43	49	2702	HTML阅读      CNKI AI阅读
786	基于CiteSpace对名老中医研究领域现状和发展趋势的可视化分析	骆长永 于河 李勋欣 梅沉成 谷晓红	现代中医临床	2021-07-27	11	988	HTML阅读      CNKI AI阅读
787	基于VOSviewer与CiteSpace的良性前列腺增生中医药研究现状与趋势的知识图谱分析	郭俊 杜冠潮 赵丰 邓楹君 王浩 高庆和 郭军	世界科学技术-中医药现代化	2021-07-25 14:57	36	2193	HTML阅读      CNKI AI阅读
788	基于CiteSpace对中医药防治男性少弱精子症的可视化分析	梁景辉 朱闽 买鹏宇 彭杰 时雪	世界科学技术-中医药现代化	2021-07-23 17:41	17	1256	HTML阅读      CNKI AI阅读
789	基于CiteSpace国内外中医药防控近视研究文献的比较分析	邓景鹏 李鸿涛 亢泽峰 佟琳 张君冬 霍蕊莉	中国中医眼科杂志	2021-07-20	2	1041	HTML阅读      CNKI AI阅读
790	基于CiteSpace文献计量法的中西医治疗痉挛型脑瘫文献可视化图谱分析	陈定芳 吴月峰 李海英 王敏存 周燕子 朱志飞 刘有志 潘雪 周晋 贺福元	中草药	2021-07-19	39	2779	HTML阅读      CNKI AI阅读
791	基于CiteSpace的中药治疗慢性萎缩性胃炎文献可视化分析	刘珊 范琼尹 刘逍遥 胡语杰 朱佩轩 苏泽琦 王停	中国医药导报	2021-07-15	5	798	HTML阅读      CNKI AI阅读
792	基于CNKI数据库中医药治疗膝关节损伤相关研究的可视化分析	高瑞雪 徐敬宣 付秋菊 刘杰 张春燕 颜雪	世界科学技术-中医药现代化	2021-07-14 09:23	11	1301	HTML阅读      CNKI AI阅读
793	基于CiteSpace的中医体质辨识研究可视化计量分析	钟慧慧 王东军 程嘉骏 王益民 王泓午	世界科学技术-中医药现代化	2021-07-13 15:58	11	1369	HTML阅读      CNKI AI阅读
794	基于CiteSpace的中医药治疗心律失常研究热点分析	韩文兵 王双玲 李玉峰 雷敏 郭新杰	河南中医	2021-07-10	4	473	HTML阅读      CNKI AI阅读
795	基于CiteSpace的医药语料库文献计量学分析	谢文利 林凤 唐东昕 解丹	世界科学技术-中医药现代化	2021-07-09 11:04	4	1011	HTML阅读      CNKI AI阅读
796	基于CiteSpace的和胃降逆中文文献可视化分析	谭芬 王孟清	中医药临床杂志	2021-06-20	4	418	HTML阅读      CNKI AI阅读
797	基于VOSviewer和CiteSpace的我国道地药材研究热点分析	夏能能	医学信息	2021-06-11	6	942	HTML阅读      CNKI AI阅读
798	基于CNKI的柴胡中文文献计量学研究	滕李利 尹美玲 许利嘉 魏建和 肖培根	中国现代中药	2021-06-09 14:31	2	754	HTML阅读      CNKI AI阅读
799	《黄帝内经》英译研究的计量学与可视化分析	卢凤姣 谢文鑫 李晓莉 吴青	中医教育	2021-05-30	2	603	HTML阅读      CNKI AI阅读
800	基于CiteSpace的我国非小细胞肺癌中医相关研究的可视化分析	金梦洁 钱丽君 吕欣妮 尹佳钰 张振生 方志军	中医药导报	2021-05-28	6	659	HTML阅读      CNKI AI阅读
	篇名	作者	刊名	发表时间	被引	下载	操作
801	近四十年中医药治疗桥本甲状腺炎的文献计量学分析	赵雪茹 陈继东 马利	中国医药导报	2021-05-15	9	542	HTML阅读      CNKI AI阅读
802	基于Citespace中医药治疗放射性肠炎相关研究的可视化分析	徐敬宣 付秋菊 李亮 钱晓萍	中国医药导报	2021-05-15	1	534	HTML阅读      CNKI AI阅读
803	三仁汤的现代文献计量学和研究热点分析	王晓翠 牛阳 陈洁	中医学报	2021-05-10	1	553	HTML阅读      CNKI AI阅读
804	基于CiteSpace的中医药数据挖掘研究现状与发展趋势分析	李昱 杨涛	中医药导报	2021-04-28	14	1220	HTML阅读      CNKI AI阅读
805	神经网络在中医领域应用的文献计量与图谱分析	匡文轩 周婉珠 晏峻峰	中医药导报	2021-04-28	7	531	HTML阅读      CNKI AI阅读
806	基于CiteSpace和VOSviewer可视化分析的饮食养生研究	王树东 段思竹	辽宁中医杂志	2021-04-27 16:31	4	867	HTML阅读      CNKI AI阅读
807	近十年手法治疗神经根型颈椎病的CiteSpace知识图谱可视化分析	朱立国 韩涛 魏戌 于杰 冯敏山 王尚全 陈明 展嘉文 尹逊路 王旭 方圣杰	中医杂志	2021-04-16	29	2432	HTML阅读      CNKI AI阅读
808	基于Cite Space分析中医药治疗股骨头坏死的研究热点与发展趋势	张琪 曹林忠 蒋玮 马学强	实用中医内科杂志	2021-04-14 15:11	2	528	HTML阅读      CNKI AI阅读
809	基于CiteSpace的中医药治疗眩晕的知识图谱分析	林巧 何庆勇 但文超 王迪	世界科学技术-中医药现代化	2021-04-12 14:35	24	2005	HTML阅读      CNKI AI阅读
810	基于CiteSpace的中医药治疗脓毒血症研究现状分析	董青青 黄怡 姚妙恩 陈伟	海南医学	2021-04-10	8	520	HTML阅读      CNKI AI阅读
811	基于CiteSpace可视化分析中医药促神经再生研究热点与趋势	谢丽华 蔺晓源 李昕 商燕 谢谨如 胡国恒	中国中药杂志	2021-04-09 16:52	46	2196	HTML阅读      CNKI AI阅读
812	基于CiteSpace男性不育症中医药研究的知识图谱可视化分析	邓楹君 赵丰 郭俊 王浩 刘胜京 杜冠潮 晏斌 张继伟 王福 郭军	中国中西医结合杂志	2021-04-07 09:47	25	1285	HTML阅读      CNKI AI阅读
813	我国中医计算机辅助诊断研究热点与趋势的知识图谱分析	石英杰 李宗友 赵攀 杨硕 刘成源	中国中医药图书情报杂志	2021-04-01	13	1047	HTML阅读      CNKI AI阅读
814	基于CiteSpace的中医治疗多囊卵巢综合征可视化分析	李静文 汪栋材 吴海滨 林基伟 宋晓容 程波敏	中医药导报	2021-03-28	9	918	HTML阅读      CNKI AI阅读
815	基于CiteSpace的金匮肾气丸文献计量研究与可视化分析	阮蓓蓓 王东军 余静寅 关媛媛 李斌斌	新中医	2021-03-25	3	802	HTML阅读      CNKI AI阅读
816	基于CiteSpace的中医“病证结合”文献知识图谱可视化分析	王龙 代彦林 韩姗姗 徐闪闪 高敏 张霞 丁樱	时珍国医国药	2021-03-25	15	952	HTML阅读      CNKI AI阅读
817	基于科学知识图谱的针灸专利计量可视化研究	王福民 胡远樟 银子涵 郭雨怡 李智威 宋孝军 程小恩	世界科学技术-中医药现代化	2021-03-18 10:43	12	1189	HTML阅读      CNKI AI阅读
818	名老中医工作室视角下中医传承的CiteSpace可视化分析	王华 沈桂琴 龚颖 汤少梁 郁梅	南京中医药大学学报(社会科学版)	2021-03-18	2	541	HTML阅读      CNKI AI阅读
819	基于Citespace的中医药治疗哮喘知识图谱可视化分析	江泽强 李竹青 王艳秋 秦静波 孟翔鹤 王济	天津中医药	2021-03-12	14	1009	HTML阅读      CNKI AI阅读
820	基于CiteSpace的舌诊客观化研究领域科学知识图谱与可视化分析	王东军 朱青青 余静寅 钟慧慧 孙璇 关媛媛 王泓午	世界科学技术-中医药现代化	2021-03-04 18:46	30	1305	HTML阅读      CNKI AI阅读
821	基于CNKI数据库中医药防治新型冠状病毒感染相关研究的可视化分析	付秋菊 徐敬宣	世界科学技术-中医药现代化	2021-03-03 16:17	15	832	HTML阅读      CNKI AI阅读
822	基于CiteSpace的中医养生知识图谱可视化分析	田昕彤 徐秀蒙 孙璇 邢淑丽 王泓午	中医药导报	2021-02-28	12	727	HTML阅读      CNKI AI阅读
823	近20年中医证候测评工具研究现状的可视化分析	何雯青 赵虎雷 谢洋	世界科学技术-中医药现代化	2021-02-26 17:00	12	617	HTML阅读      CNKI AI阅读
824	基于CiteSpace的舌诊诊断标准研究的可视化分析	关媛媛 郝阳 田春颖 孙璇 王东军 田之魁 王泓午	世界科学技术-中医药现代化	2021-02-26 16:55	10	681	HTML阅读      CNKI AI阅读
825	2型糖尿病合并冠心病的中医药与中西医结合相关文献计量学分析	周莹洁 刘红旭 尚菊菊	北京中医药	2021-02-25	9	507	HTML阅读      CNKI AI阅读
826	1998—2020年慢性病管理领域中文文献关键词图谱分析	谢晴宇 荣光 胡佳卉 孙超 佟旭	中国公共卫生管理	2021-02-20	13	719	HTML阅读      CNKI AI阅读
827	中医药治疗膝关节炎的CiteSpace知识图谱可视化分析	张小宁 陆嘉柯 张梦娇 孟永久 沈钦荣	浙江中医杂志	2021-02-16	9	754	HTML阅读      CNKI AI阅读
828	心肌梗死中医护理技术相关文献的计量及可视化分析	程侣 宁允 王晗 李文姣 金昌德 李艳	天津中医药大学学报	2021-02-15	5	628	HTML阅读      CNKI AI阅读
829	基于文献计量分析的数据挖掘在中医诊断学领域的应用研究	夏淑洁 杨朝阳 林雪娟 李书楠 王洋 李灿东	天津中医药	2021-02-12	26	1112	HTML阅读      CNKI AI阅读
830	基于CiteSpace探讨人工智能在中医药领域的研究热点及趋势	张君冬 杨硕	中医药导报	2021-01-28	15	1108	HTML阅读      CNKI AI阅读
831	基于Citespace知识图谱的中医药防治痛风病研究可视化分析	姜卓希 杨婷 王雨 林志健 张冰	世界中医药	2021-01-21 16:33	16	1533	HTML阅读      CNKI AI阅读
832	基于CiteSpace的中医药治疗肺癌知识图谱可视化分析	王松 杨涛 胡孔法	世界科学技术-中医药现代化	2021-01-20 09:16	69	3727	HTML阅读      CNKI AI阅读
833	中成药合理应用的可视化分析	何易 徐曼如 叶莹	中医药临床杂志	2021-01-20	5	333	HTML阅读      CNKI AI阅读
834	基于知识图谱中医药诊治勃起功能障碍研究现状分析与展望	王浩 张继伟 邓楹君 刘胜京 杜冠潮 郭俊 赵丰 王福 郭军	中华中医药学刊	2021-01-19 15:06	36	1589	HTML阅读      CNKI AI阅读
835	基于CiteSpace心肾不交相关文献知识图谱分析	李静 钟森杰 李亮 邓文祥 吴华英 夏帅帅 资源	河南中医	2021-01-10	3	404	HTML阅读      CNKI AI阅读
836	基于知识图谱中医药诊治慢性前列腺炎研究现状分析	刘胜京 高庆和 邓楹君 杜冠潮 郭俊 赵丰 王浩 郭军	中国中西医结合杂志	2020-12-30 08:39	34	1199	原版阅读      CNKI AI阅读
837	中医药治疗软骨疾病近20年文献知识图谱分析	魏锦强 黄登承 曹学伟 周建伟 孙赫 李泽晖	中国组织工程研究	2020-12-29	21	1045	HTML阅读      CNKI AI阅读
838	近10年我国中医药创新创业研究热点的知识图谱——基于CiteSpace的可视化分析	武夏林 廖秋华 张江涛 李丹云	中国中医药现代远程教育	2020-12-25	8	447	HTML阅读      CNKI AI阅读
839	近20年中医药防治骨质疏松症研究现状及趋势的可视化分析	沈茂荣 沈欣欣 王平 谢斌 张辉宇	中国中医药图书情报杂志	2020-12-15	6	649	HTML阅读      CNKI AI阅读
840	基于CiteSpace的中医药研究心律失常可视化分析	王一心 郑强荪	心脏杂志	2020-12-08 13:08	6	369	原版阅读      CNKI AI阅读
841	2010—2019年中医药治疗黄疸的文献计量学分析	林凤 杨帆 解丹	中医药导报	2020-11-28	1	500	HTML阅读      CNKI AI阅读
842	冠心病血瘀证分子生物学的文献计量学研究	白京 李军 陈恒文 何浩强 陈光 惠小珊 王阶	世界科学技术-中医药现代化	2020-11-20	8	528	HTML阅读      CNKI AI阅读
843	基于CiteSpace的针灸治疗带状疱疹的研究图谱分析	陈思宇 曾婧纯 刘琨 罗镇科 佘雅琳 林国华	世界科学技术-中医药现代化	2020-11-06 11:31	15	1808	HTML阅读      CNKI AI阅读
844	近10年时间医学文献可视化分析	周婉珠 晏峻峰	中国中医药信息杂志	2020-10-28 09:26	19	1663	原版阅读      CNKI AI阅读
845	中医特色护理研究知识图谱分析与启示	吕本艳 牛浩然 李梦蕾 吕晖	现代信息科技	2020-10-25	1	209	HTML阅读      CNKI AI阅读
846	基于CiteSpace和VOSviewer的COVID-19研究可视化分析	林远茂 施荣聪 岑璐岚 陈俊君 陈梓焜 黄宝特 吴凌华 姜枫	华南国防医学杂志	2020-08-28	1	439	HTML阅读      CNKI AI阅读
847	基于Cite Space的中医糖尿病数据挖掘可视化分析	胡远樟 温川飙 程小恩	世界科学技术-中医药现代化	2020-08-17 10:12	3	1976	HTML阅读      CNKI AI阅读
848	基于CiteSpace的“微型癥瘕”知识图谱分析	黄晓强 赵进喜 王世东 肖永华 刘轶凡 黄昱佳	中国中医药信息杂志	2020-08-05 15:10	10	715	原版阅读      CNKI AI阅读
849	基于Citespace气郁质与疾病的可视化分析	任嘉彦 邢天野 吴昊 王响 倪磊 潘宇 尚晓玲	吉林中医药	2020-07-20	3	592	HTML阅读      CNKI AI阅读
850	基于CiteSpace的心肾相交知识图谱可视化分析	石晶晶 石树青 胡元会 宋庆桥 王欢 师帅 贾秋蕾 袁果真	河南中医	2020-07-13	3	651	HTML阅读      CNKI AI阅读
	篇名	作者	刊名	发表时间	被引	下载	操作
851	国内亚健康研究的知识图谱可视化分析——基于CNKI(2010—2019)数据库	孙璇 田春颖 王东军 关媛媛 王泓午	中医药信息	2020-07-07 10:38	7	674	HTML阅读      CNKI AI阅读
852	2007—2019年中国党参研究文献计量分析	冀宪武 樊晓璐 李武佳 任永玲 李丹丹	图书情报导刊	2020-06-25	6	435	HTML阅读      CNKI AI阅读
853	基于CiteSpace对治疗系统性红斑狼疮知识图谱的分析	李清扬	西部中医药	2020-06-15	2	438	HTML阅读      CNKI AI阅读
854	国内中医体检研究热点及发展趋势可视化数据挖掘研究	胡远樟 余泽芸 曹悦 温川飙 何黎 罗悦	亚太传统医药	2020-06-05	2	440	HTML阅读      CNKI AI阅读
855	2014年至2018年国内中医英译研究的文献计量与可视化分析	范杨阳 王天芳 董俭 吴青 刘艾娟	中华中医药杂志	2020-06-01	11	1057	HTML阅读      CNKI AI阅读
856	基于Vosviewer与CiteSpace的中医治疗咳嗽病的可视化分析	张烨 黄宗海 胡远樟 许强 温川飙	中医药通报	2020-04-25	18	920	HTML阅读      CNKI AI阅读
857	CiteSpace知识图谱可视化分析中医药防治绝经后骨质疏松症	李绍烁 顾一丹 邵阳 尹恒 王建伟	中国组织工程研究	2020-04-20	36	1929	HTML阅读      CNKI AI阅读
858	慢性非萎缩性胃炎研究的知识图谱分析——基于VOSviewer和CiteSpace的计量分析	何黎 黄宗海 石燕 严小英 罗悦 温川飙	世界科学技术-中医药现代化	2020-04-20	6	1232	HTML阅读      CNKI AI阅读
859	基于CiteSpace Ⅴ知识图谱对中药治疗心房颤动研究热点及研究趋势的可视化分析	石晶晶 石树青 胡元会 魏艺 师帅 张雪松 张广辉	中西医结合心脑血管病杂志	2020-04-10	6	509	HTML阅读      CNKI AI阅读
860	基于CiteSpace软件的中医治疗新冠肺炎等疫病研究状况及趋势的可视化分析	鲍丙豪 王彬 王继升 代恒恒 邓省 冯隽龙 李海松	世界科学技术-中医药现代化	2020-04-09 11:44	46	4081	HTML阅读      CNKI AI阅读
861	新型冠状病毒肺炎（COVID-19）研究热点可视化分析	张烨 黄宗海 赵姝婷 许强 杨书 温川飙	世界科学技术-中医药现代化	2020-04-09 09:09	20	3161	HTML阅读      CNKI AI阅读
862	2010-2019年中医术语翻译研究现状分析	孙丽丽	科技视界	2020-04-05	4	662	HTML阅读      CNKI AI阅读
863	基于CiteSpace的中医药领域网状Meta分析的研究热点可视化分析	陈瑶 曾雪扬 杨丰文 孙凤	中国中药杂志	2020-03-27 08:35	45	3128	HTML阅读      CNKI AI阅读
864	基于CiteSpace的尤昭玲教授学术研究知识图谱可视化分析	徐佳 谭雅莉 雷磊 刘奇英 尤昭玲	湖南中医药大学学报	2020-03-25	7	709	HTML阅读      CNKI AI阅读
865	基于文献计量学的新型冠状病毒肺炎(COVID-19)研究可视化分析	陈莹 郭怡博 郭然 陈秀芬 常冠华 李欣 郝莉雨 孙志蓉 张子龙	中国中药杂志	2020-03-24 10:25	38	4637	HTML阅读      CNKI AI阅读
